stdAguaGr,stdAlcoholGr,stdBebAzucGr,stdJugosNatGr,stdLacteosGr,stdRefrescoGr,stdFrutasGr,stdVerdGr,stdAvesGr,stdCarneRGr,stdPescGr,stdEmbutGr,stdHuevoGr,stdArrozPapaGr,stdTrigoyDerGr,stdMaizGr,stdDulcPastelGr,stdFriturGr,stdLeguminGr,stdOleagGr,stdGrasaSatGr
-.11167337,-.19706641,-.93086517,1.422388,-.73525673,.90211803,.48529872,2.2493472,-.20140205,-.51456779,-.27325797,5.2865582,-.63851064,1.3679889,.49978581,1.0339124,1.4018552,-.16864687,1.0584834,-.25445709,-.3005026
-1.212755,-.19706641,-.34227145,-.24261153,-.46316284,-.30878314,.95881176,.30237553,.12289997,-.51456779,-.27325797,-.28310627,-.63851064,-.2413792,-.51072222,-.60970682,-.50467914,1.5165509,-.75750762,.8463915,-.3005026
.48586947,-.19706641,-1.0289642,-.24261153,-.60714132,-.090148218,-.39027134,-.68776071,-.59549052,-.51456779,-.27325797,-.28310627,-.15432094,-.71929532,-.69686842,.27606311,-.1050145,-.16864687,.38707975,-.25445709,-.3005026
-.29459465,-.19706641,1.1762186,-.24261153,1.3854561,-.51060003,-.81282979,-.6719569,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.82982999,3.4848292,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
-1.212755,-.19706641,1.4235096,-.24261153,-.73525673,-.30878314,-.0081455102,-.12522778,-.35602704,-.28149801,-.27325797,-.28310627,-.39835256,-.48321629,-.82982999,-.37858966,-.47442073,-.16864687,-.9704541,-.25445709,-.3005026
-.23717481,-.19706641,-.34227145,-.24261153,-.73525673,-.30878314,.15380581,-.62000108,-.47575879,-.51456779,.58941609,1.5834435,.81405842,-.71929532,.76570898,1.3285319,2.4001298,-.16864687,.32561556,-.25445709,-.3005026
1.2434771,-.19706641,.57453269,-.24261153,.66712308,-.51060003,.76578224,.36683223,.038061451,-.14342169,.58941609,1.5534588,.81405842,.71445304,.65933973,-.16682182,1.0725452,4.8869462,-.45551082,-.25445709,-.3005026
.54328942,-.19706641,2.4044993,-.24261153,-.73525673,-.51060003,.13839538,-.57958752,-.59549052,-.24651782,.15807907,-.28310627,-.39641577,-.14349273,-.23150288,1.8928082,1.6255141,-.16864687,-.27837804,-.25445709,-.25284395
-1.1308062,-.19706641,-.077953212,-.24261153,.23079669,-.1574205,-.53331119,-.63049138,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.13842978,-.54090911,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
-.46016452,-.19706641,-.7346673,-.24261153,-.73525673,-.30878314,-.81282979,-.66462475,-.35602704,-.51456779,-.27325797,-.28310627,-.63851064,-.60125577,-.24479903,-.40116388,-.50467914,-.16864687,-.75750762,-.25445709,-.3005026
-1.1551957,-.19706641,.1512889,-.24261153,-.73525673,-.1637273,-.49039209,-.48601872,-.59549052,-.078189686,-.27325797,-.28310627,-.63851064,-.57534468,-.43094525,-.33129126,-.20209487,-.16864687,-.61522073,-.25445709,-.3005026
-.85206902,.056725066,-.34227145,-.24261153,-.73525673,-.51060003,-.81282979,-.28645453,-.35602704,-.24651782,-.27325797,-.28310627,-.63851064,-.71929532,-.24479903,-1.0757573,-.50467914,-.16864687,-.47293374,-.25445709,-.3005026
-.12233505,-.19706641,-.7346673,-.24261153,-.73525673,-.30878314,-.81282979,-.47503474,1.2004857,-.51456779,-.27325797,-.28310627,-.63851064,.90014941,.034420289,.53727931,-.50467914,-.16864687,.69923979,-.25445709,1.3675506
.25061527,.056725066,-.7346673,.3123883,-.73525673,-.51060003,1.167619,.020959435,-.20140205,-.51456779,.23795633,.33907703,-.15432094,-.2413792,.2870473,.096306838,.30044842,1.5165509,-.87186265,-.25445709,-.3005026
-.29459465,-.19706641,.68776757,-.24261153,2.0953512,-.51060003,-.81282979,-.23143443,-.11656353,-.51456779,-.27325797,-.28310627,-.63851064,.63024205,.43330503,.27606311,-.50467914,-.16864687,.43305677,-.25445709,-.3005026
-1.0455127,-.19706641,2.7023811,-.24261153,-.44670165,.70030111,-.31657353,-.30615702,.12289997,.55578762,-.27325797,-.28310627,-.15432094,-.21546806,.087604918,-.85286355,1.2382063,-.16864687,-.18766837,1.94724,-.3005026
.13605426,-.19706641,-.17059828,-.24261153,-.61748844,2.8446054,-.6102252,2.0264645,2.9964621,2.2690279,-.27325797,-.28310627,.57196355,2.3396559,.5662666,-.54090911,3.2536712,12.470336,1.970005,-.25445709,-.3005026
-.87994272,-.19706641,.68776757,-.24261153,1.6563568,.094850548,-.67828339,-.50831568,-.59549052,.089648061,-.27325797,.3290821,1.1772007,-.71929532,2.1618056,-.12050559,-.50467914,-.16864687,-.27837804,-.25445709,-.3005026
-.59946346,.32637852,-.58751887,-.24261153,-.67637259,-.20787473,-.67625916,.26877475,-.59549052,-.0095832851,-.27325797,-.28310627,-.39641577,-.035529774,-.6303876,-.96728265,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
-.23717481,-.19706641,.4341113,-.24261153,-.60714132,1.0030264,.28127906,-.34517032,-.59549052,-.51456779,-.27325797,-.28310627,-.15432094,.54027283,-.19826248,-.44631234,-.21419823,-.16864687,-.92302513,-.25445709,-.3005026
.68098551,-.19706641,1.1782624,-.24261153,.57056701,.24621318,1.5953705,.51206118,-.59549052,1.2334554,.80508471,-.28310627,.81405842,-.50336939,.66598779,2.5657353,3.1263323,-.16864687,.7863543,8.0019073,.41437736
.48586947,-.19706641,-1.0289642,-.24261153,-.73525673,.094850548,-.27326426,-.35768992,1.9004033,-.24651782,1.8514764,-.28310627,-.63851064,-.35941872,.10090107,-1.07508,-.50467914,-.16864687,-.051603854,-.25445709,1.1292573
.76228386,-.19706641,-1.0289642,-.24261153,-.73525673,.90211803,-.81282979,-.7426886,-.20140205,.59887058,-.27325797,-.28310627,-.63851064,-.71929532,-.82982999,.38893425,-.2323533,-.16864687,.7863543,-.25445709,-.3005026
.85324508,-.19706641,.68776757,-.24261153,-.73525673,-.51060003,-.72020215,-.75663906,-.18292914,-.51456779,-.27325797,-.28310627,.81405842,-.71929532,-.82982999,-.59949464,-.47442073,-.16864687,-.9704541,-.25445709,-.3005026
.68098551,-.19706641,-.93086517,-.24261153,.32893687,.8075164,-.72020215,.17678368,1.9004033,-.51456779,.58941609,-.28310627,-.15432094,.71445304,-.69686842,.1309431,-.50467914,-.16864687,.7863543,-.25445709,-.3005026
.68098551,-.19706641,-.93086517,-.24261153,-.24606955,-.51060003,-.21160471,-.29358894,-.59549052,-.24651782,-.27325797,-.28310627,-.63851064,-.35941872,-.24479903,-1.0767354,-.50467914,-.16864687,-.47293374,-.25445709,-.3005026
-.29459465,-.19706641,-.34227145,-.24261153,3.2101419,2.314836,-.81282979,.15227467,.19268644,-.14342169,-.27325797,-.28310627,6.11303,-.71929532,-.43094525,-.86339819,3.2839296,-.16864687,1.0777038,-.25445709,-.3005026
-1.2701747,-.19706641,.61480647,.3123883,.3110165,-.51060003,1.261014,-.33553973,-.59549052,.068106622,-.27325797,.3290821,.087773889,-.71929532,-.24479903,-.42266312,-.50467914,-.16864687,.32561556,-.25445709,-.3005026
2.2419138,4.2442846,.34442121,-.24261153,-.73525673,2.314836,-.37391445,-.47327229,.586775,1.1169206,-.27325797,.3290821,.81405842,-.71929532,1.0316322,1.5498947,-.47442073,-.16864687,-.7691229,-.25445709,-.3005026
1.6565657,.31051654,-.34227145,-.24261153,.11302837,.094850548,-.72020215,.2815637,-.35602704,.089648061,-.27325797,.3290821,-.15819448,-.35941872,.10090107,-.75590181,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
-.11167337,-.19706641,-.81570405,-.24261153,-.73525673,-.51060003,.26073185,.45777112,-.20140205,-.14342169,-.27325797,.3290821,-.63851064,-.35941872,-.51072222,.28036293,-.21419823,-.16864687,-.46546674,-.25445709,-.3005026
-.29459465,-.19706641,-.72583836,-.24261153,-.37170595,2.5166528,-.72020215,-.35148218,-.26024163,-.14342169,.23795633,-.28310627,-.39641577,-.35941872,-.69686842,-.41621336,1.9159951,-.16864687,-1.0769273,-.25445709,-.3005026
.68098551,-.19706641,-.34227145,-.24261153,1.0201976,-.51060003,.89139009,.43109405,-.35602704,-.51456779,-.27325797,-.28310627,-.63851064,-.35941872,1.0316322,-1.0783908,-.50467914,-.16864687,-.86978853,-.25445709,-.3005026
.48586947,-.19706641,-.29015636,-.24261153,.78832954,-.30878314,.25739616,-.61709964,-.35602704,-.28149801,-.27325797,-.28310627,-.63851064,-.62932616,.16738187,.98016429,-.50467914,-.16864687,-1.0236907,.8463915,-.3005026
-1.1395864,1.579474,1.6961019,3.6423874,.30441663,-.51060003,.94066286,.4985368,1.0455185,.55578762,-.27325797,-.28310627,.087773889,-.48321629,1.8958825,-.4065387,-.081061155,-.16864687,-.9970724,-.25445709,-.3005026
-.87994272,.56430799,.68776757,-.24261153,-.73525673,.70030111,1.4026984,-.7536118,-.35602704,-.51456779,-.27325797,-.28310627,-.15819448,-.53935701,-.69686842,.34378579,-.28076676,-.16864687,-.87559617,-.25445709,-.3005026
-1.2701747,-.19706641,.80671251,-.24261153,-.36232376,.094850548,.68090677,-.65243274,.586775,.18464151,-.27325797,-.28310627,-.63851064,.50428522,2.361248,-.48931089,-.50467914,-.16864687,-.75750762,.8463915,-.3005026
-1.1570075,-.19706641,-.93086517,-.24261153,-.61407316,-.30878314,.074980408,-.55641657,.0031682232,.068106622,-.27325797,-.28310627,-.39641577,-.35941872,-.43094525,1.2994283,-.50467914,-.16864687,1.2896823,-.25445709,-.3005026
.19319542,-.19706641,-.45988515,-.24261153,-.71562868,.094850548,1.3998497,-.34138098,.586775,.2895821,.23795633,.33907703,2.9929118,-.57534468,2.1817498,-1.0220467,.8002193,.67395204,.68472075,.8463915,-.3005026
-1.2701747,-.19706641,-1.0289642,-.24261153,-.73525673,1.3057518,.80520636,.076193847,1.374952,-.51456779,-.27325797,-.28310627,.57196355,5.2028346,3.8238254,.42655799,-.50467914,-.16864687,2.4754069,-.25445709,-.3005026
-.87994272,-.19706641,-.0071821222,-.24261153,-.73525673,-.51060003,-.48289895,-.68529677,-.20140205,-.28149801,-.27325797,-.28310627,-.39835256,-.71929532,-.82982999,.93179077,-.50467914,-.16864687,-.27837804,-.25445709,-.3005026
-.79464912,-.19706641,-.3016308,.3123883,.86109805,.094850548,-.81282979,-.30614755,.82623851,.55578762,-.27325797,-.28310627,-.63851064,1.260026,.10090107,-.71720314,-.50467914,-.16864687,-.71215278,-.25445709,-.3005026
-.29459465,-.19706641,2.0366282,.3123883,-.67637259,-.51060003,-.35432294,-.15641172,-.59549052,.19323462,.58941609,-.28310627,-.39641577,-.60053605,-.64700782,.43730763,.94772536,-.16864687,-1.0769273,-.25445709,-.3005026
-.29459465,-.19706641,1.0311139,1.422388,.033435777,-.30878314,-.70330441,-.54170728,-.59549052,-.51456779,-.27325797,.3290821,.085837141,-.061440859,-.098541297,2.1231291,-.50467914,-.16864687,-.91721749,-.25445709,-.3005026
-1.1029325,-.19706641,.34442121,-.24261153,-.60714132,-.51060003,-.57602286,-.10494902,-.35602704,-.51456779,-.27325797,-.28310627,-.39641577,-.35941872,-.51072222,.807679,-.3110252,-.16864687,-.75750762,-.25445709,-.3005026
-.83952588,-.19706641,.00066614849,-.24261153,1.7151318,2.5166528,-.70285285,1.50722,-.59549052,1.4442587,-.27325797,-.28310627,4.8086233,1.3463964,1.4969977,.86299318,-.50467914,-.16864687,-.35484523,-.25445709,-.3005026
-.29459465,-.19706641,.68776757,-.24261153,1.5326663,-.30878314,-.81282979,-.69979924,-.59549052,-.51456779,-.27325797,-.28310627,.81405842,.36033455,1.9889555,-1.0704899,-.11737125,-.16864687,.43886432,-.25445709,-.3005026
-.23717481,-.19706641,-.22066963,-.24261153,-.58999228,-.30878314,-.68599975,-.60532284,-.20140205,.089648061,-.27325797,-.28310627,-.63851064,-.35941872,-.69686842,.36636004,-.41390386,-.16864687,.7863543,-.25445709,-.3005026
-.29459465,-.19706641,.68776757,-.24261153,-.71562868,-.51060003,-.76188457,-.58728254,.14342543,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.69686842,.69529891,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
.87254769,-.19706641,-1.0289642,.034888387,-.73525673,6.55299,-.72020215,-.13111219,-.35602704,-.51456779,-.27325797,-.28310627,-.39835256,-.43139404,.2870473,-.17542155,1.1716379,-.16864687,1.3223158,-.25445709,-.3005026
.68098551,-.19706641,-.17059828,-.24261153,-.58804631,-.51060003,-.81282979,-.62453175,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,2.4224277,.43330503,-.26571849,-.50467914,-.16864687,.7863543,-.25445709,-.3005026
.0031662986,-.19706641,.68776757,-.24261153,-.73525673,-.51060003,1.2117457,-.326455,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.32457599,.95973992,-.50467914,-.16864687,2.649636,-.25445709,-.3005026
2.1878388,-.19706641,-1.0289642,-.24261153,1.1864746,-.51060003,-.38443616,.90881741,.38973072,-.51456779,-.27325797,-.28310627,-.39641577,3.5653956,.56626672,-.73423058,-.50467914,-.16864687,.7863543,-.25445709,-.3005026
2.2419138,-.19706641,-.7346673,-.24261153,-.73525673,.094850548,-.48952854,-.27929801,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.1794804,1.2975553,-1.0783908,-.50467914,-.16864687,1.088351,-.25445709,-.3005026
-.29459465,-.19706641,-.88222444,-.24261153,.96131349,-.30878314,.22752191,-.7536118,-.20140205,-.51456779,-.27325797,-.28310627,-.63851064,-.2413792,-.69686842,-.26571849,-.50467914,-.16864687,-.75750762,-.25445709,1.1292573
-1.2701747,-.19706641,-1.0289642,-.24261153,.76045126,-.51060003,-.81282979,-.24578355,-.20140205,-.14342169,-.27325797,-.28310627,.80243778,4.9667554,-.82982999,-1.0783908,.29465014,-.16864687,.43305677,-.25445709,.84330529
-.23717481,-.19706641,-.58751887,-.24261153,-.25906056,.094850548,.87869614,.73225397,.586775,.59887058,-.27325797,-.28310627,.087773889,.47837406,.68593204,.16856682,.69431478,9.9425402,.27237892,-.25445709,.84330529
1.7139856,-.19706641,.99713689,.3123883,1.4050841,-.51060003,.13415955,.87007743,.586775,-.51456779,.58941609,-.28310627,-.63851064,-.53935701,-.64368379,-1.0734998,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
.54328942,-.19706641,-.73803079,-.24261153,-.63711649,-.30878314,-.5003953,-.22044915,-.59549052,-.14342169,-.27325797,-.28310627,-.33589208,-.26944956,-.098541297,.13094299,-.50467914,-.16864687,-.69217181,-.25445709,-.3005026
.68098551,-.19706641,.6595642,-.24261153,-.38195184,-.51060003,-.21238582,-.69979924,-.59549052,-.51456779,.23795633,-.28310627,.087773889,-.1794804,-.27139136,-.26571849,1.3259557,-.16864687,-.61522073,-.25445709,-.3005026
.73840541,-.19706641,-.34227145,-.24261153,-.73525673,.094850548,-.50024825,-.65263075,-.35602704,-.28149801,-.017650811,-.28310627,-.63851064,-.35941872,-.51072222,-.85481995,-.2323533,-.16864687,.43305677,-.25445709,-.3005026
-.29459465,-.19706641,.1512889,.3123883,.033435777,1.0030264,-.5928759,-.65776598,-.59549052,-.24651782,-.27325797,4.3083067,.087773889,-.30543721,.14743763,-.22142996,-.020544289,-.16864687,-.89059919,-.25445709,-.3005026
-1.1266252,-.19706641,.34442121,-.24261153,-.73525673,2.5166528,.95652026,.5701648,.38973072,.41329747,-.27325797,-.28310627,.57196355,.90014941,.5662666,-.055025645,-.50467914,-.16864687,-.57359934,-.25445709,-.3005026
2.2419138,-.19706641,-.63656831,-.24261153,-.73525673,-.51060003,-.81282979,-.25859115,-.59549052,-.51456779,-.27325797,-.28310627,.087773889,-.71929532,-.82982999,1.0661613,-.50467914,-.16864687,-1.0769273,.8463915,-.3005026
.68098551,-.19706641,.0010748816,-.24261153,-.35834754,-.51060003,-.79015344,-.46927232,-.54819989,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.82982999,-.62690622,-.12644878,-.16864687,-.75750762,-.25445709,-.3005026
-.29459465,-.19706641,-.34227145,-.24261153,-.69600064,2.5166528,1.0896206,-.55242985,-.59549052,-.51456779,-.27325797,-.28310627,-.15432094,-.71929532,.66598779,.49535561,-.27774093,-.16864687,-1.0265945,6.3506341,.27140135
-.48971069,-.19706641,-.018299647,-.24261153,-.37170595,-.51060003,-.81282979,-.63363272,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.69686842,.050320774,-.50467914,-.16864687,-.75750762,-.25445709,-.3005026
