stdAguaGr,stdAlcoholGr,stdBebAzucGr,stdJugosNatGr,stdLacteosGr,stdRefrescoGr,stdFrutasGr,stdVerdGr,stdAvesGr,stdCarneRGr,stdPescGr,stdEmbutGr,stdHuevoGr,stdArrozPapaGr,stdTrigoyDerGr,stdMaizGr,stdDulcPastelGr,stdFriturGr,stdLeguminGr,stdOleagGr,stdGrasaSatGr
-.85206902,-.19706641,2.1428137,-.24261153,1.3256885,-.30878314,-.43233973,.015485765,-.59549052,-.51456779,-.27325797,-.28310627,.81405842,-.35941872,-.27139136,-.96562719,-.50467914,-.16864687,-.24090502,-.25445709,-.3005026
2.6321459,-.19706641,-1.0289642,-.24261153,-.73525673,-.51060003,-.81282979,-.61622983,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.2874434,1.0316322,.12556821,-.50467914,-.16864687,-.27837804,-.25445709,-.3005026
-.54204363,-.19706641,-.6856178,-.24261153,-.19561104,-.37185094,1.5638156,-.57200992,-.39844629,2.0103545,1.7715992,.3290821,-.63851064,-.71929532,1.0316322,1.0661613,-.50467914,-.16864687,-1.0769273,-.25445709,3.0356038
1.0712175,-.19706641,-.83276623,-.24261153,-.73525673,-.51060003,.074980408,-.47351471,-.35602704,-.51456779,.23795633,-.28310627,-.63851064,.59641361,-.27139136,1.5498947,-.50467914,-.16864687,-.71007866,-.25445709,.27140135
.68098551,-.19706641,1.2763613,-.24261153,-.67637259,.094850548,.017093532,-.66568023,-.59549052,.59887058,-.27325797,-.28310627,-.5184316,-.71929532,1.0316322,2.2862449,3.1263323,-.16864687,-1.0769273,-.25445709,-.3005026
-.1413821,-.19706641,-1.0289642,-.24261153,-.73525673,-.51060003,-.060340464,-.12783992,.56830204,-.51456779,-.27325797,-.28310627,-.63851064,-.39468661,.23386265,.099769078,-.014239241,1.5165509,-1.0769273,-.25445709,-.3005026
-.23717481,-.19706641,1.2851901,-.24261153,-.36232376,2.5166528,.004131265,-.22921564,-.35602704,-.28149801,-.27325797,-.28310627,.087773889,-.2874434,.15408571,.44980896,.47594729,-.16864687,-.75750762,-.25445709,-.3005026
-.29459465,-.19706641,-1.0289642,-.24261153,-.73525673,.70030111,-.81282979,-.0031011114,-.59549052,-.51456779,-.27325797,-.28310627,.087773889,-.71929532,-.82982999,.24596412,-.50467914,-.16864687,-.27837804,-.25445709,-.3005026
.6581291,-.19706641,-1.0289642,-.24261153,.49737468,-.51060003,1.9788046,1.1355785,.586775,1.181545,-.27325797,3.4200084,-.15625772,3.0594091,.034420289,-1.0783908,-.50467914,-.16864687,.69923979,-.25445709,-.3005026
-1.2701747,-.19706641,1.0311139,-.24261153,-.73525673,2.5166528,1.7504885,.11958824,2.1857069,-.51456779,-.27325797,-.28310627,.26934499,.63024205,.56626672,-1.0680443,-.12644878,-.16864687,-.33749136,-.25445709,-.3005026
-.29459465,-.19706641,.68776757,-.24261153,-.31282181,2.2643816,.74326867,.34950727,-.59549052,1.2980798,2.3147645,1.5534588,.087773889,.71445304,-.64368379,1.9368818,2.1580625,-.16864687,1.5037351,8.0019073,-.3005026
-1.212755,-.19706641,.68776757,-.24261153,-.71562868,.094850548,-.81282979,1.7519252,.82623851,.46079409,-.27325797,.94127047,-.39641577,-.12333966,-.11183745,-1.0783908,-.11737125,-.16864687,-.9704541,-.25445709,-.3005026
.40224829,-.19706641,1.9569227,1.1448882,.68843657,-.30878314,1.1182818,.65133601,5.3158374,-.51456779,-.27325797,-.28310627,-.63851064,.63024205,-.33122405,-.85525554,-.11131959,-.16864687,.077339366,-.25445709,-.3005026
.93937492,-.19706641,.34442121,-.24261153,-.73525673,1.0030264,-.62670153,-.62270439,1.2004857,-.51456779,-.27325797,-.28310627,-.63851064,.63024205,.43330503,-.79080981,-.36851624,-.16864687,2.4463689,-.25445709,-.3005026
-.29459465,-.19706641,.39347067,-.24261153,3.2700021,-.51060003,.59386969,.16228572,-.20140205,-.51456779,-.27325797,-.28310627,-.39835256,-.18523847,-.43094525,.9855389,.28229344,-.16864687,.7863543,-.25445709,-.3005026
-.78238469,-.19706641,-.6856178,-.24261153,-.73525673,-.51060003,-.81282979,-.41425258,-.59549052,-.51456779,-.27325797,-.28310627,.57196355,-.68330765,-.82982999,-.44631234,.22152311,-.16864687,-1.0503091,-.25445709,-.3005026
-.29459465,-.19706641,-.24417253,3.6423874,1.4050841,.094850548,-.32236278,-.52725136,-.20140205,-.51456779,-.27325797,.3290821,-.63851064,-.53935701,.10090107,1.2994283,-.50467914,-.16864687,-.75750762,-.25445709,-.3005026
-.29459465,-.19706641,-.34227145,-.24261153,-.28508738,-.30878314,-.67719644,-.67597258,-.59549052,-.24651782,-.27325797,-.28310627,-.63851064,-.60125577,-.64368379,.1406177,-.50467914,-.16864687,-.16948497,-.25445709,-.3005026
-.11167337,-.19706641,-.24529368,-.24261153,-.73525673,.094850548,1.3122209,-.42507342,-.59549052,1.2334554,-.27325797,-.28310627,.081963599,-.71929532,-.43094525,.54097712,-.50467914,-.16864687,-.75750762,-.25445709,-.3005026
-.23717481,-.19706641,-.93086517,-.24261153,-.20370008,-.51060003,-.81282979,-.30419418,-.59549052,-.51456779,-.27325797,-.28310627,.81405842,.18039623,-.69686842,-.85135859,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
-.12233505,-.19706641,-1.0289642,-.24261153,.23079669,-.51060003,-.65999418,-.66429257,-.20140205,-.048428267,-.27325797,-.28310627,-.63851064,-.1794804,.76570898,.87804264,1.5657575,-.16864687,-.77493054,-.25445709,-.3005026
.54328942,-.19706641,-.335987,3.6423874,.6094135,-.51060003,-.48633575,.72130871,.038061451,-.095924966,-.27325797,-.28310627,-.63851064,.18039623,2.627171,.00041021145,-.50467914,-.16864687,-.9704541,-.25445709,-.3005026
-.83952588,-.19706641,1.9004862,-.24261153,3.8830557,-.51060003,2.8696702,.10072685,4.1561494,-.51456779,-.27325797,-.28310627,1.162675,.18039623,4.3822641,-1.073575,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
1.7139856,-.19706641,-.34227145,-.24261153,.83935064,.094850548,-.20207551,-.10483108,-.35602704,-.51456779,-.27325797,.33907703,.57196355,2.418829,-.032060504,1.3349022,-.2323533,-.16864687,2.9194143,-.25445709,-.3005026
-.87994272,-.19706641,.68776757,-.24261153,-.73525673,-.51060003,-.81282979,-.58426696,-.59549052,-.51456779,-.27325797,-.28310627,.56227976,-.71929532,-.49742603,-1.0783908,-.50467914,-.16864687,-1.0769273,-.25445709,1.1292573
-.72496486,-.19706641,-.6856178,-.24261153,-.1639038,-.30878314,-.43233973,-.43249759,.51698846,-.51456779,-.27325797,-.28310627,.087773889,2.7895019,-.69686842,.0051723081,-.50467914,-.16864687,.10637746,-.25445709,-.3005026
-.76510304,-.19706641,-.24529368,-.24261153,.14419806,-.30878314,-.81282979,-.5054155,-.35602704,-.51456779,-.27325797,-.28310627,1.1772007,3.11555,.15408571,.52388859,-.50467914,-.16864687,.52017128,-.25445709,-.3005026
-1.212755,-.19706641,1.4235096,-.24261153,-.73525673,-.51060003,-.48289895,-.39826241,-.35602704,-.14342169,-.27325797,-.28310627,-.63851064,-.2413792,.1274934,.54458898,-.050802723,-.16864687,2.4899263,-.25445709,-.3005026
-.98290128,-.19706641,.68776757,-.24261153,-.68618661,-.51060003,-.58830422,-.40269166,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,1.0800878,-.82982999,-1.0579236,3.2171078,-.16864687,.58841091,-.25445709,-.3005026
-.23717481,-.19706641,-.34227145,-.24261153,-.67637259,.90211803,-.70285285,-.30352387,-.59549052,-.51456779,-.27325797,-.099449739,-.63851064,-.62932616,-.69686842,.0073222844,-.1050145,-.16864687,-.3316147,-.25445709,2.3683825
-.11167337,-.19706641,-.34227145,-.24261153,-.37056714,-.27094248,-.26294506,.30120462,-.59549052,-.51456779,-.27325797,-.28310627,1.5229123,.095825218,-.82982999,1.044662,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
-.15104501,-.19706641,.050124347,-.24261153,-.0063184062,-.51060003,-.67648751,-.0045767548,-.29616114,-.51456779,-.27325797,-.28310627,-.63851064,-.57534468,-.36446446,-.72079569,-.50467914,-.16864687,-.14528653,-.25445709,-.3005026
-.50364757,-.19706641,-.19512306,1.422388,-.068746991,-.30878314,-.35606891,-.43341094,.586775,.089648061,-.27325797,-.28310627,-.63851064,-.35941872,.15408571,-.85752887,.076282673,-.16864687,-.49132454,-.25445709,-.3005026
.48586947,-.19706641,-.72583836,-.24261153,1.3854561,.094850548,-.72020215,-.73305482,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,1.7296804,-1.0783908,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
-.87994272,-.19706641,.34442121,-.24261153,-.73525673,-.30878314,.96279061,-.35581023,2.3601732,-.51456779,-.27325797,-.28310627,.81405842,-.71929532,1.1645937,-1.0652226,-.50467914,-.16864687,1.7417096,-.25445709,-.3005026
-.23717481,-.19706641,-.92739081,-.24261153,-.61407316,-.30878314,-.62441343,-.54284179,-.35602704,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.82982999,-.12812316,-.50467914,-.16864687,-.67765272,-.25445709,-.3005026
-.23717481,-.19706641,-1.0081182,-.24261153,.13040859,.90211803,-.35117263,.036848921,.48517403,-.51456779,-.27325797,-.28310627,.8082481,-.09742853,-.27139136,.96511477,-.50467914,-.16864687,-.37565589,-.25445709,1.3675506
-1.1029325,-.19706641,-1.0289642,-.24261153,-.73525673,-.51060003,1.8787383,.10263385,2.3601732,-.51456779,-.27325797,-.28310627,-.15819448,-.71929532,-.82982999,.47385642,-.50467914,-.16864687,-.9704541,-.25445709,-.3005026
-1.0979152,-.19706641,-.29363072,-.24261153,.11302837,-.51060003,.27808118,-.4865483,.038061451,-.51456779,-.27325797,-.28310627,.81405842,-.71929532,-.41020325,-1.0783908,.027869174,-.16864687,2.649636,-.25445709,-.3005026
-.29459465,-.19706641,-.14018761,-.24261153,-.55518901,-.51060003,-.37532958,.57124227,.038061451,-.14342169,-.27325797,-.28310627,-.63851064,-.71929532,.10090107,1.0607864,-.50467914,-.16864687,-.86978853,-.25445709,6.3717103
-.29459465,-.19706641,3.3329649,8.082386,.52237034,-.51060003,-.72020215,-.56487298,-.20140205,-.51456779,-.27325797,-.28310627,-.63851064,.23077896,-.51072222,-.53660929,-.50467914,-.16864687,.52017128,2.4976642,-.3005026
-.82252288,-.19706641,-.32142541,-.24261153,-.37170595,.094850548,.89980757,-.39113146,6.3010583,-.51456779,-.27325797,-.28310627,1.0561533,-.35941872,.10090107,-.3151668,-.50467914,-.16864687,3.1553836,-.25445709,-.3005026
-.29459465,4.2442846,-.34227145,-.24261153,-.60714132,-.51060003,-.10240891,-.31968912,-.59549052,-.28149801,-.27325797,-.28310627,-.63851064,-.71929532,-.43094525,.050320774,-.50467914,-.16864687,-.27837804,-.25445709,-.3005026
.039889988,-.19706641,-.29322198,-.24261153,1.5633836,.90211803,.30677927,-.053324699,-.59549052,.18464151,.033470612,1.5834435,-.63851064,-.1794804,-.012116266,-.65081924,-.2323533,-.16864687,.26290703,-.25445709,-.3005026
-.42142007,-.19706641,1.4404136,-.24261153,1.372124,.094850548,1.3095744,2.4686246,2.9964621,-.51456779,-.27325797,.3290821,-.39641577,1.9797794,-.13178164,-.25899994,-.50467914,-.16864687,-.30741623,-.25445709,-.014550637
.19319542,-.19706641,-.272376,-.24261153,1.5128402,-.51060003,-.11812247,2.2077298,-.20140205,-.51456779,-.27325797,-.28310627,-.63851064,1.9797794,1.5634785,1.0310615,-.50467914,-.16864687,3.2449183,-.25445709,-.3005026
-.29459465,.056725066,-.70499235,-.24261153,.66226715,-.30878314,-.26344126,-.050873179,.038061451,-.14342169,-.27325797,.95126534,-.39641577,-.71929532,-.23150288,-.97089452,-.1050145,-.16864687,2.2863824,-.25445709,-.3005026
-.12233505,-.19706641,5.8379626,-.24261153,-.70581466,6.55299,-.13141015,-.18030939,-.11656353,.27522114,-.27325797,-.28310627,.81405842,-.39540637,1.9557152,.32256517,-.50467914,1.5165509,2.4324028,.8463915,-.3005026
-1.212755,-.19706641,2.3848786,-.24261153,-.489373,.094850548,-.81282979,-.67089248,-.20140205,-.28149801,-.27325797,-.28310627,-.39641577,-.12333966,.2870473,.55555356,.45451301,-.16864687,-.27837804,-.25445709,-.3005026
3.5848694,-.19706641,.73681694,-.24261153,-.5586043,2.314836,1.5985222,1.0706878,.586775,1.6476843,-.27325797,-.28310627,.81405842,2.0877423,.65933973,2.0336282,.03997254,1.5165509,.87706399,6.3506341,-.3005026
-.15104501,-.19706641,-1.0289642,-.24261153,.1326564,-.51060003,-.76188457,1.8323559,-.59549052,-.51456779,.58941609,-.28310627,-.39641577,-.30039898,.10090107,-.79773253,-.50467914,-.16864687,.32561556,-.25445709,-.3005026
1.4649338,-.19706641,.44252014,-.24261153,1.082497,-.51060003,-.65999418,-.54771215,-.42923445,-.51456779,.23795633,-.28310627,-.39835256,-.35941872,-.23150288,.16319194,-.50467914,-.16864687,-.2057827,-.25445709,-.3005026
.13605426,-.19706641,.68776757,-.24261153,.34679249,-.51060003,-.72212428,-.54215723,1.2004857,.18464151,-.017650811,-.28310627,-.39835256,1.9797794,.15408571,1.2246108,-.50467914,-.16864687,-.15351406,.8463915,3.0356038
-.59946346,-.19706641,-.34227145,-.24261153,-.58804631,-.30247635,.9632225,-.43787405,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,.68422347,-.24479903,-.97089452,-.50467914,-.16864687,1.1420717,-.25445709,-.15752663
-.87994272,-.19706641,.79534936,-.24261153,.55679899,1.3057518,.94874942,.77487975,-.59549052,-.14342169,-.27325797,-.28310627,-.15432094,-.21546806,-.098541297,-.17542155,.42728043,-.16864687,-.49132454,-.25445709,-.3005026
-.85206902,-.19706641,-.33521771,-.24261153,-.45993093,-.30878314,-.81282979,.41048729,-.59549052,-.51456779,-.27325797,-.28310627,-.39641577,-.35941872,-.64368379,-.77139938,-.50467914,-.16864687,-.67765272,-.25445709,-.3005026
-.77367419,-.19706641,-.59794188,-.24261153,1.935207,-.51060003,-.4192096,-.11694966,-.59549052,-.3462396,-.27325797,-.28310627,.087773889,-.60125577,-.82982999,.85113513,-.50467914,-.16864687,.99107337,-.25445709,-.10986795
.68098551,.056725066,-1.0289642,-.24261153,1.1413813,.094850548,-.81282979,-.67731667,-.59549052,-.51456779,-.27325797,.33907703,.087773889,-.35941872,.1274934,.18576618,-.50467914,-.16864687,-.15351406,.8463915,.27140135
-.29459465,-.19706641,-.039145738,-.24261153,-.37170595,.094850548,-.68599975,-.71410823,-.42923445,-.51456779,-.27325797,-.28310627,-.63851064,-.35941872,-.82982999,.85009354,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
-.23717481,-.19706641,-1.0289642,-.24261153,-.37170595,-.51060003,-.3763617,-.75164294,-.20140205,.35818839,-.27325797,-.28310627,-.15819448,-.71929532,-.82982999,.095469236,-.50467914,-.16864687,-.75750762,-.25445709,-.3005026
.48586947,-.19706641,-.93086517,-.24261153,-.73525673,-.51060003,.011997296,-.23414972,-.59549052,-.14342169,-.27325797,-.28310627,2.9929118,-.2874434,.52637815,-.17542155,.22152311,1.5165509,1.2316061,3.0480886,-.3005026
.68098551,-.19706641,-.66109306,-.24261153,.40226132,-.30878314,-.64328814,-.076733537,-.59549052,2.2690279,-.27325797,-.28310627,.81405842,.36033455,3.8238254,2.0654593,-.50467914,-.16864687,-.30451241,-.25445709,-.3005026
-1.2701747,-.19706641,1.2763613,-.24261153,-.69600064,-.51060003,-.70285285,-.58346015,.038061451,-.51456779,-.27325797,.94127047,-.038115431,-.60125577,-.64368379,-.0061148084,-.50467914,-.16864687,-.81074423,-.25445709,-.3005026
-1.2144274,-.19706641,.68776757,-.24261153,-.73525673,-.30878314,-.81282979,-.60530442,.40204599,.88385081,-.27325797,-.28310627,-.15432094,.36033455,-.56390685,-1.0757573,-.50467914,-.16864687,.7863543,-.25445709,-.3005026
.46757734,-.19706641,1.0096548,-.24261153,4.3771005,-.51060003,.71561813,-.35749838,-.20140205,-.022531612,-.27325797,-.28310627,-.39641577,.36033455,-.82982999,.10406891,-.21419823,1.5165509,-.27837804,-.25445709,1.1292573
-.23717481,-.19706641,.54061908,-.24261153,-.67637259,-.30878314,-.076017365,-.26362747,.12289997,1.2980798,5.38205,1.5534588,1.162675,2.0978189,.15408571,-.20767045,-.0023892201,1.5165509,-.27837804,-.25445709,-.3005026
-.23717481,-.19706641,-1.0289642,-.24261153,1.1864746,-.30878314,-.81282979,-.57170457,.586775,.18464151,-.27325797,-.28310627,.81405842,-.24713722,.2870473,1.0661613,-.50467914,-.16864687,.69923979,-.25445709,-.3005026
-.17975497,-.19706641,.71435046,-.24261153,.17362016,.70030111,-.46396378,-.035819627,5.3158374,-.51456779,-.27325797,-.28310627,.087773889,-.71929532,1.0316322,.014631974,1.0385008,-.16864687,-.27837804,-.25445709,6.3717103
-.29459465,-.19706641,.61934346,1.422388,1.5025941,.094850548,-.48289895,-.50191784,.586775,-.51456779,.23795633,-.28310627,-.39641577,.29843578,-.11183745,2.2797949,-.020544289,-.16864687,.046088785,-.25445709,-.3005026
3.4126098,.1836208,-.34227145,-.24261153,-.4790259,.70030111,-.81282979,-.42507342,-.59549052,-.51456779,-.27325797,-.28310627,2.7508171,1.9797794,-.11183745,1.3553265,1.0657333,-.16864687,2.1956728,-.25445709,-.3005026
-1.2701747,-.19706641,-.85729098,-.24261153,.38354218,-.40969157,1.7678378,-.6873759,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.53935701,-.60379529,-1.0783908,-.50467914,-.16864687,-.34492379,-.25445709,-.3005026
-.87994272,-.19706641,-.34227145,-.24261153,-.67637259,-.51060003,-.81282979,-.02593527,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.64368379,-.35601541,-.50467914,-.16864687,-.9704541,-.25445709,-.3005026
.48586947,-.19706641,-1.0289642,.3123883,1.3854561,.90211803,-.6275745,.15278943,-.20140205,2.825747,-.27325797,-.28310627,-.63851064,-.011058182,-.69686842,.27606311,-.50467914,1.5165509,1.2316061,-.25445709,-.16324566
-.29459465,-.19706641,-.29363072,-.24261153,.17191257,.90211803,.011997296,-.083741248,-.59549052,.068106622,-.27325797,.95126534,.81405842,.42655182,1.0316322,.11481857,.99941814,-.16864687,.7863543,-.25445709,-.3005026
.48586947,1.0718911,-1.0289642,-.24261153,-.67637259,.70030111,1.3160346,.21745993,1.7690406,-.51456779,-.27325797,-.28310627,.087773889,-.071517393,-.27139136,-.89852262,-.50467914,-.16864687,-.3664605,-.25445709,3.0356038
-.82252288,-.19706641,-.24753599,-.24261153,-.71562868,-.30878314,-.22923887,-.54661345,-.20140205,.089648061,-.27325797,-.28310627,-.63851064,-.35941872,-.69686842,.62220132,-.50467914,-.16864687,.030394228,-.25445709,-.3005026
-.87994272,.70706576,.12884875,-.24261153,-.36232376,-.51060003,.48886418,-.47119227,-.20140205,-.51456779,-.27325797,-.28310627,-.63851064,.36033455,.1274934,.26907581,-.020544289,-.16864687,.7863543,-.25445709,-.3005026
-.87827033,-.19706641,-.91001916,-.24261153,-.36189196,-.51060003,-.68599975,-.61782539,.12289997,-.51456779,-.017650811,-.28310627,-.63851064,-.2413792,-.29798368,-.86091501,.058127608,-.16864687,-.75750762,-.25445709,-.3005026
-.48971069,.056725066,.44139898,-.24261153,1.5010848,-.1069663,.72732526,-.015448721,1.7690406,.089648061,-.27325797,1.5834435,-.15432094,-.43139404,.0078279711,1.6071465,3.3078828,-.16864687,1.3223158,-.25445709,6.3717103
-1.2701747,-.19706641,-.7346673,-.24261153,-.73525673,.094850548,.6356625,-.13891679,1.2004857,-.51456779,-.27325797,-.28310627,.087773889,1.9797794,1.1645937,-.055423837,-.50467914,-.16864687,1.2316061,-.25445709,-.3005026
-.29459465,-.19706641,-.34227145,-.24261153,-.73525673,-.51060003,-.67388833,-.29521045,.038061451,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.41764909,-.35601541,-.50467914,-.16864687,-1.0236907,-.25445709,-.3005026
-.87994272,-.19706641,-.34227145,-.24261153,-.63711649,-.51060003,-.70285285,-.58676505,-.59549052,-.51456779,-.27325797,-.28310627,.087773889,-.71929532,-.64368379,.80279523,-.50467914,-.16864687,.7863543,-.25445709,-.3005026
.48586947,-.19706641,-.36066502,-.24261153,.96877688,-.37185094,-.40901554,1.5437698,-.59549052,.41329747,-.27325797,-.28310627,-.03327354,-.35941872,-.64368379,2.8602755,-.50467914,-.16864687,-.27837804,-.25445709,-.3005026
-1.2144274,-.19706641,-.34227145,-.24261153,-.73525673,-.30878314,3.4541354,-.61210638,-.59549052,-.28149801,-.27325797,-.28310627,-.63851064,-.71929532,.10090107,.60822678,-.50467914,-.16864687,-.81074423,-.25445709,-.3005026
-.29459465,-.19706641,-.34227145,-.24261153,-.63711649,.094850548,-.042991206,-.38779807,-.59549052,1.4958069,-.27325797,-.28310627,-.15432094,-.71929532,-.82982999,-.26571849,-.40785217,-.16864687,-.27837804,3.0480886,-.3005026
-.29459465,-.19706641,-.7346673,-.24261153,-.58804631,1.0030264,-.81282979,.99738997,-.59549052,.021532116,-.27325797,-.28310627,.087773889,1.7998409,.1274934,.72109795,-.35943869,-.16864687,-.3316147,-.25445709,2.5590172
-.40525329,-.19706641,.78080034,-.24261153,1.3854561,-.51060003,-.28006923,.13413672,-.59549052,-.32899472,-.27325797,-.28310627,-.15432094,-.53935701,-.69686842,-.39363915,-.50467914,-.16864687,-.14528653,-.25445709,-.3005026
.68098551,-.19706641,.17276525,.3123883,-.17030254,2.314836,.50818002,-.22374524,.82623851,-.51456779,.7491706,.94127047,-.63851064,-.71929532,.15408571,-.46028686,.027869174,-.16864687,-.66679794,-.25445709,-.3005026
.68098551,-.19706641,-.7346673,-.24261153,-.69600064,-.51060003,-.72212428,-.12967154,1.1779078,-.51456779,-.27325797,-.28310627,-.63851064,-.43139404,-.49742603,-.1152236,-.50467914,-.16864687,.53952998,-.25445709,3.0356038
.019542178,-.19706641,-1.0289642,-.24261153,1.8263303,-.30878314,-.11812247,-.62298471,-.59549052,-.51456779,6.1967974,-.28310627,2.9638608,-.71929532,-.56390685,-.39901397,-.50467914,-.16864687,-1.0769273,-.25445709,-.3005026
-.29459465,-.19706641,-1.0289642,-.24261153,-.73525673,.70030111,-.81282979,-.69117182,-.59549052,-.51456779,-.27325797,-.28310627,.57196355,1.9797794,-.82982999,-1.0783908,-.50467914,-.16864687,-.27837804,-.25445709,-.3005026
-.29459465,-.19706641,-.58833635,-.24261153,-.12659362,.094850548,-.32236278,-.6145395,.586775,.18464151,.58941609,1.5534588,-.63851064,-.71929532,.16738187,.12556821,-.14157802,-.16864687,-.75750762,.8463915,-.3005026
2.7947426,-.19706641,-1.0289642,-.24261153,1.1864746,-.51060003,-.17789102,-.61135834,-.59549052,-.51456779,-.27325797,-.28310627,.81405842,-.71929532,-.36446446,.39645901,-.41390386,-.16864687,1.3223158,-.25445709,-.3005026
-1.212755,-.19706641,.68776757,-.24261153,-.65503687,-.51060003,-.81282979,-.24181515,-.59549052,-.43040368,-.27325797,-.28310627,-.63851064,.34881842,-.032060504,-.37858966,-.50467914,-.16864687,-.27837804,-.25445709,.05693737
-.29459465,-.19706641,-.05133814,-.24261153,.018561674,1.0030264,-.48289895,-.7146343,-.59549052,-.3462396,.34978446,5.2265897,-.15432094,-.53935701,-.032060504,-1.0783908,-.3110252,-.16864687,-.9704541,-.25445709,-.3005026
-.29459465,-.19706641,-.7346673,-.24261153,-.73525673,-.30878314,-.35432294,-.65675801,-.59549052,.32707301,-.27325797,-.28310627,-.39641577,-.71929532,-.43094525,-.4914608,-.50467914,-.16864687,-.77202672,-.25445709,-.3005026
-.79464912,.43741229,.7833119,-.24261153,-.71562868,-.0060578305,-.40465483,-.59684128,-.20140205,-.51456779,-.27325797,-.28310627,-.39835256,-.71929532,-.69686842,-.1152236,-.12644878,-.16864687,-1.0769273,-.25445709,-.3005026
.48586947,-.19706641,-.34227145,-.24261153,1.4808953,.094850548,1.6693336,.52193469,-.59549052,-.51456779,1.6437956,-.28310627,-.63851064,.16600113,2.2282865,.12556821,-.50467914,-.16864687,2.2963383,-.25445709,-.3005026
-.29459465,-.19706641,-.41952437,-.24261153,.061278582,-.51060003,-.33706555,.66251117,.586775,-.51456779,-.27325797,1.5534588,.081963599,.36033455,1.5900708,1.0661613,.69431478,-.16864687,-.66679794,-.25445709,-.3005026
-.45591381,-.19706641,-.89561969,.13895088,-.71562868,-.37185094,-.051077686,-.62401277,-.59549052,-.51456779,-.27325797,-.28310627,.81405842,-.71929532,-.82982999,.5695281,-.50467914,-.16864687,-.47293374,-.25445709,-.3005026
-.29459465,-.19706641,.98206431,-.24261153,-.73525673,-.51060003,1.1117668,-.48464459,.47593755,2.6901414,.58941609,-.28310627,1.162675,.36033455,.15408571,.76302153,3.1263323,-.16864687,-.75750762,-.25445709,-.3005026
-.85206902,-.19706641,-.24529368,-.24261153,.14800552,-.30878314,-.35606891,-.44228113,.38973072,1.3411627,-.27325797,-.28310627,-.39835256,-.35941872,-.82982999,-1.0783908,-.50467914,-.16864687,-.7691229,-.25445709,-.3005026
4.1652002,-.19706641,-.34227145,-.24261153,-.73525673,6.55299,2.3704956,.57516581,-.59549052,-.51456779,-.27325797,-.28310627,1.0561533,-.1794804,.95185518,-1.0701137,1.6194625,-.16864687,2.4550807,-.25445709,-.3005026
-.87994272,-.19706641,-.53846937,-.24261153,-.73525673,-.51060003,-.67535859,-.40019128,-.59549052,-.51456779,-.27325797,-.28310627,-.15432094,.18039623,-.36446446,-.072224997,-.50467914,-.16864687,-.39660469,-.25445709,-.3005026
.55764425,-.19706641,-.56299406,-.24261153,.52491474,-.094352707,1.0763469,-.19465601,-.49696842,-.011974082,-.27325797,-.28310627,-.63851064,-.43139404,.24051073,-.47963622,-.35943869,-.16864687,-1.0503091,-.25445709,-.3005026
-.29459465,-.19706641,.7392695,-.24261153,3.7814944,-.51060003,-.53494686,.42932129,-.11656353,.59887058,-.27325797,-.28310627,.087773889,-.35941872,-.64368379,-.2350356,-.50467914,-.16864687,-.55617642,-.25445709,-.3005026
.48586947,-.19706641,-.44037041,-.24261153,-.73525673,-.51060003,-.81282979,.075734712,-.20140205,-.51456779,-.27325797,-.28310627,-.39641577,-.35941872,-.69686842,.26531345,-.50467914,-.16864687,-.27837804,-.25445709,-.3005026
-.062894367,-.19706641,.42106101,-.24261153,.1029539,-.51060003,.81102645,.086012311,-.20140205,-.51456779,-.27325797,-.28310627,-.63851064,-.71929532,-.69686842,-.86339819,-.50467914,-.16864687,.43305677,.8463915,-.3005026
-.93569016,5.893929,.68776757,-.24261153,-.35980257,3.0211949,-.11812247,.51401979,-.59549052,-.24651782,-.27325797,-.28310627,-.15432094,.18039623,1.1645937,1.8723838,2.0521581,-.16864687,-.46837056,-.25445709,-.3005026
.48586947,-.19706641,-.047974583,-.24261153,-.24057923,-.51060003,.26286155,-.10008026,-.59549052,-.51456779,-.27325797,-.28310627,-.63851064,-.35941872,-.64368379,.011622122,-.50467914,-.16864687,.7863543,-.25445709,-.3005026
.54328942,-.19706641,-.29175052,.13895088,-.46686274,-.51060003,-.52507764,-.59392792,.12289997,-.24651782,1.4520901,.33907703,-.39835256,-.53935701,-.13842978,.10680274,-.1050145,-.16864687,-.94383579,-.25445709,-.3005026
-.23717481,-.19706641,-1.0289642,-.24261153,-.37170595,-.20787473,-.64328814,-.53976339,.586775,-.14342169,-.27325797,-.28310627,.81405842,-.35941872,-.43094525,-.48657706,-.50467914,-.16864687,-.30741623,-.25445709,-.3005026
